Original Url,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Expected URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
https://www.californiapsychics.com/sitemap.xml,https://www.californiapsychics.com/sitemap.xml,text/xml; charset=UTF-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,239087,25733,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,edf72f203878e65b0715d5d6bd1c139d,0.254,,,,,1.1,https://www.californiapsychics.com/sitemap.xml,2025-07-21 15:15:51
https://www.californiapsychics.com,https://www.californiapsychics.com/,text/html; charset=utf-8,200,OK,Indexable,,Psychic Readings or Tarot Readings by Phone or Chat | California Psychics,73,659,"Get answers for $1/min for new customers, 100% guarantee. Our psychics go through a rigorous testing process. Call for an accurate reading!",139,878,,0,Need answers? Get Guidance for Just $1/minute,45,,0,Browse our psychics,19,Or you might be interested in browsing by topic,47,all,,,https://www.californiapsychics.com/,,,,,,599362,92330,1256,248,5.064516129,76.94993014,Fairly Easy,1.9059086,0,0,,215,118,0,19.83,215,184,0,9,9,0,,,,,c678509387f521c86b6b1b34a30485ac,0.471,,,,,1.1,https://www.californiapsychics.com/,2025-07-21 15:17:02
https://www.californiapsychics.com/psychic-readings,https://www.californiapsychics.com/psychic-readings,text/html; charset=UTF-8,200,OK,Indexable,,Accurate Online Psychic Readings by Phone | California Psychics,63,573,Our passion is to give you the advice you need to make decisions & move forward. Call for an accurate psychic reading online at California Psychics now!,152,938,psychic readings,16,Meet our team of psychics,25,,0,,0,,0,NOODP,,,https://www.californiapsychics.com/psychic-readings,,,,,,118504,24310,1235,325,3.8,73.71468016,Fairly Easy,6.0349703,0,0,,1823,594,0,99.83,221,153,0,10,7,0,,,,,ef71c7b1c86e25418afafcee9acc9d47,0.322,,,,,1.1,https://www.californiapsychics.com/psychic-readings,2025-07-21 15:16:25
https://www.californiapsychics.com/psychic-readings/empaths,https://www.californiapsychics.com/psychic-readings/empaths,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,182,182,0,,,,,0,0,1,,102,51,0,8.57,0,0,0,0,0,0,,,,,,0.319,,https://www.californiapsychics.com/psychics/empath-psychics,HTTP Redirect,,1.1,https://www.californiapsychics.com/psychic-readings/empaths,2025-07-21 15:16:47
https://www.californiapsychics.com/psychic-readings/hot-deals,https://www.californiapsychics.com/psychic-readings/hot-deals,text/html; charset=UTF-8,200,OK,Indexable,,Accurate Online Psychic Readings by Phone | California Psychics,63,573,Our passion is to give you the advice you need to make decisions & move forward. Call for an accurate psychic reading online at California Psychics now!,152,938,psychic readings,16,Meet our team of psychics,25,,0,,0,,0,NOODP,,,https://www.californiapsychics.com/psychic-readings/hot-deals,,,,,,118514,24337,1235,325,3.8,73.71468016,Fairly Easy,6.034461,0,1,,17,1,0,0.17,221,154,0,10,7,0,,,,,3297fa90bd00c34519bfaae4a714c0b1,0.316,,,,,1.1,https://www.californiapsychics.com/psychic-readings/hot-deals,2025-07-21 15:16:32
https://www.californiapsychics.com/why-california-psychics,https://www.californiapsychics.com/why-california-psychics,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,187,187,0,,,,,0,0,0,,1,1,0,0.17,0,0,0,0,0,0,,,,,,0.11,,https://www.californiapsychics.com/about/why-california-psychics,HTTP Redirect,,1.1,https://www.californiapsychics.com/why-california-psychics,2025-07-21 15:16:25
https://www.californiapsychics.com/how-it-works,https://www.californiapsychics.com/how-it-works,text/html; charset=UTF-8,200,OK,Indexable,,Psychic Phone Reading | California Psychics,43,391,Get a psychic phone reading from the best online phone psychics at California Psychics. Learn how to get started and how to make the most if your readings!,155,968,phone psychic readings,22,,0,,0,,0,,0,NOODP,,,https://www.californiapsychics.com/how-it-works,,,,,,207552,39005,2106,515,4.089320388,70.44160476,Fairly Easy,6.2791014,0,0,,630,592,0,99.5,340,171,0,19,11,0,,,,,f34e6d0e6647464e75e4da453f87f5bd,0.324,,,,,1.1,https://www.californiapsychics.com/how-it-works,2025-07-21 15:16:46
https://www.californiapsychics.com/faq,https://www.californiapsychics.com/faq,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,157,157,0,,,,,0,0,0,,104,53,0,8.91,0,0,0,0,0,0,,,,,,0.097,,http://help.californiapsychics.com/,HTTP Redirect,,1.1,https://www.californiapsychics.com/faq,2025-07-21 15:16:13
https://www.californiapsychics.com/about/privacy-policy,https://www.californiapsychics.com/about/privacy-policy,text/html; charset=UTF-8,200,OK,Indexable,,Privacy Policy | California Psychics,36,307,"Real Psychics screened for accuracy. Returning customer specials and everyday discounts. Call now for a Live Psychic Reading by phone. Mediums, Tarot, Astrologers, Horoscopes, Love and Career advice.",199,1260,,0,Privacy Policy,14,,0,,0,,0,,,,https://www.californiapsychics.com/about/privacy-policy,,,,,,121404,28950,4786,785,6.096815287,55.32776048,Fairly Hard,24.746117,0,1,,231,129,0,21.68,184,143,0,10,8,0,,,,,398e1d2d8b8a68d10c336a8e9be315f3,0.316,,,,,1.1,https://www.californiapsychics.com/about/privacy-policy,2025-07-21 15:16:00
https://www.californiapsychics.com/ask-question-signup,https://www.californiapsychics.com/ask-question-signup,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,166,166,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0.316,,https://www.californiapsychics.com/ncsignup,HTTP Redirect,,1.1,https://www.californiapsychics.com/ask-question-signup,2025-07-21 15:15:50
