Original Url,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,Meta Keywords 2,Meta Keywords 2 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Expected URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
https://www.californiapsychics.com/horoscope/virgo-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/virgo-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,278,278,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.123,,https://www.californiapsychics.com/horoscope/virgo-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/virgo-daily-horoscope-tomorrow/,2025-07-21 15:18:50
https://www.californiapsychics.com/horoscope/taurus-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/taurus-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,279,279,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.117,,https://www.californiapsychics.com/horoscope/taurus-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/taurus-daily-horoscope-tomorrow/,2025-07-21 15:18:55
https://www.californiapsychics.com/horoscope/scorpio-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/scorpio-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,280,280,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.104,,https://www.californiapsychics.com/horoscope/scorpio-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/scorpio-daily-horoscope-tomorrow/,2025-07-21 15:19:09
https://www.californiapsychics.com/horoscope/sagittarius-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/sagittarius-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,284,284,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.322,,https://www.californiapsychics.com/horoscope/sagittarius-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/sagittarius-daily-horoscope-tomorrow/,2025-07-21 15:18:58
https://www.californiapsychics.com/horoscope/pisces-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/pisces-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,279,279,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.113,,https://www.californiapsychics.com/horoscope/pisces-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/pisces-daily-horoscope-tomorrow/,2025-07-21 15:18:56
https://www.californiapsychics.com/horoscope/libra-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/libra-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,278,278,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.11,,https://www.californiapsychics.com/horoscope/libra-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/libra-daily-horoscope-tomorrow/,2025-07-21 15:19:11
https://www.californiapsychics.com/horoscope/leo-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/leo-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,276,276,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.318,,https://www.californiapsychics.com/horoscope/leo-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/leo-daily-horoscope-tomorrow/,2025-07-21 15:19:09
https://www.californiapsychics.com/horoscope/gemini-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/gemini-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,279,279,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.315,,https://www.californiapsychics.com/horoscope/gemini-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/gemini-daily-horoscope-tomorrow/,2025-07-21 15:19:08
https://www.californiapsychics.com/horoscope/capricorn-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/capricorn-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,282,282,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.112,,https://www.californiapsychics.com/horoscope/capricorn-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/capricorn-daily-horoscope-tomorrow/,2025-07-21 15:19:09
https://www.californiapsychics.com/horoscope/cancer-daily-horoscope-tomorrow/,https://www.californiapsychics.com/horoscope/cancer-daily-horoscope-tomorrow/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,279,279,0,,,,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.106,,https://www.californiapsychics.com/horoscope/cancer-horoscope-tomorrow/,HTTP Redirect,,1.1,https://www.californiapsychics.com/horoscope/cancer-daily-horoscope-tomorrow/,2025-07-21 15:19:05
